1147010 1 1 623 -4.300 124 15.300 138 1 1412569.000
1147013 1 2 626 -4.140 124 15.330 138 2 1412569.000
1447150 1 3 627 -4.270 124 15.320 138 3 1412569.000
1147011 1 4 624 -0.350 139 25.450 178 4 374296.250
1147012 1 5 625 -2.950 129 25.920 180 5 330657.190
1653100 1 6 650 -3.330 126 29.250 194 6 6572.050
1253100 1 6 649 -4.030 125 30.580 198 7 3580.630
1670160 1 7 697 -3.290 126 30.320 197 8 298.440
1653350 1 7 652 -3.450 126 30.510 199 9 298.440
1593740 1 6 789 -10.180 99 30.970 201 10 2355.470
1593300 1 6 788 -10.470 99 29.050 193 11 1766.040
1653225 1 6 651 -4.010 125 29.460 193 12 298.350
1670145 1 6 695 -3.520 125 29.810 195 13 298.350
1593500 1 6 787 -8.900 104 29.970 195 14 295.250
1591003 1 6 741 -11.130 96 24.250 174 15 293.420
1147200 1 4 629 -3.180 128 17.380 146 16 293745.880
1147201 1 5 630 -4.330 123 20.580 159 17 94866.840
1749100 1 4 643 4.370 158 18.580 151 18 198804.120
1749500 1 5 645 4.720 160 22.820 168 19 48164.910
1749600 1 6 647 5.030 161 25.150 177 20 11612.520
1749800 1 7 648 5.400 162 26.500 182 21 2380.890
1749480 1 5 644 4.600 159 21.920 164 22 30839.720
1749510 1 5 646 4.730 160 22.680 167 23 9817.920
1749080 1 5 642 4.530 158 18.470 150 24 3873.690
1448100 1 4 635 1.620 147 16.050 141 25 59367.650
1748500 1 5 640 3.180 154 16.120 141 26 29202.010
1348152 1 6 638 4.200 157 14.680 135 27 8344.730
1348151 1 7 637 4.230 157 14.320 134 28 3280.580
1749050 1 4 641 3.670 155 18.300 150 29 11922.860
1447300 1 4 631 -2.910 129 15.650 139 30 5375.600
1448500 1 4 639 1.350 145 17.480 146 31 4782.210
1447600 1 4 634 0.380 142 15.480 138 32 4185.900
1447550 1 5 633 0.880 145 14.980 135 33 597.930
1447400 1 4 632 -1.900 133 15.850 140 34 2390.740
1362100 2 1 682 29.700 258 31.280 201 35 1320301.250
10060 2 2 59 24.033 237 32.866 208 36 1243074.380
10059 2 3 58 23.971 236 32.879 208 37 1241708.120
1673100 2 4 703 15.600 202 32.550 206 38 715464.690
10226 2 5 224 15.239 201 32.465 206 39 715176.310
1673600 2 6 704 9.580 179 31.620 202 40 492568.340
1472150 2 7 701 2.280 150 31.570 204 41 153268.330
1472300 2 8 702 0.470 142 33.120 210 42 92294.800
1271500 2 9 700 -1.650 134 34.560 215 43 4783.420
1269400 2 9 690 -2.640 130 33.540 211 44 2389.960
1769100 2 9 688 -0.280 140 35.000 217 45 897.110
1769200 2 9 689 -0.160 139 35.160 218 46 598.060
10071 2 9 70 0.542 143 35.164 217 47 598.040
10080 2 8 79 0.446 142 33.188 209 48 31084.780
10274 2 9 271 0.446 142 33.188 209 49 31084.780
10275 2 10 272 0.446 142 33.188 209 50 31084.780
1870600 2 11 699 -2.060 131 30.110 198 51 6275.470
1670100 2 11 691 -2.840 129 30.340 198 52 3583.000
1670101 2 12 692 -3.420 127 29.930 196 53 2388.640
1670200 2 13 698 -2.810 128 29.720 195 54 597.110
1670120 2 13 693 -3.180 129 29.920 195 55 298.660
1670130 2 12 694 -3.250 128 30.030 197 56 298.590
1670150 2 13 696 -3.370 128 30.040 197 57 298.590
1469100 2 11 687 -0.620 138 30.650 199 58 897.070
1468200 2 7 686 1.130 144 31.000 201 59 598.000
1566100 2 6 685 8.250 174 34.580 215 60 9466.710
1582700 2 6 712 8.230 174 37.580 226 61 7101.880
1582800 2 7 713 8.250 174 37.770 229 62 591.700
10229 2 4 227 13.548 195 33.635 211 63 81990.010
1663800 2 5 684 11.850 189 34.380 214 64 75280.730
10228 2 6 226 11.798 188 34.388 214 65 74988.370
10061 2 7 60 9.558 179 37.366 226 66 589.870
1563500 2 7 683 11.370 186 37.030 225 67 586.580
10227 2 4 225 14.925 200 35.908 220 68 41001.410
20001 3 1 815 4.375 158 6.125 101 69 867026.500
20003 3 2 817 8.400 174 6.600 103 70 711222.120
10197 3 3 195 9.863 180 4.611 95 71 657576.880
20004 3 4 818 11.600 187 3.750 92 72 566672.120
20006 3 5 820 13.400 194 2.300 86 73 293927.410
1234150 3 6 512 13.520 195 2.080 84 74 287264.690
20005 3 7 819 13.800 196 1.600 83 75 286683.750
20007 3 8 821 14.700 199 0.900 80 76 258255.810
1134900 3 9 552 15.670 204 0.500 78 77 232263.700
20008 3 10 822 16.900 208 -0.400 75 78 193843.160
1134500 3 11 531 14.530 198 -4.220 59 79 125227.880
1134250 3 12 518 13.720 195 -6.050 52 80 52269.320
1134100 3 13 507 12.870 192 -7.550 46 81 47028.790
1134030 3 14 500 11.680 187 -8.670 41 82 29695.070
1634650 3 15 543 11.250 186 -9.170 40 83 27349.830
1634400 3 16 525 10.650 183 -9.870 36 84 7357.440
1634350 3 17 522 9.180 178 -10.060 35 85 295.040
1634600 3 16 541 11.370 186 -9.610 38 86 6451.040
1634420 3 16 527 10.600 183 -9.730 38 87 5599.360
1634440 3 17 528 10.400 182 -9.800 38 88 3833.110
1634500 3 16 533 10.380 182 -9.300 39 89 3831.970
1134040 3 14 501 11.970 188 -8.230 44 90 12951.060
1134050 3 15 503 11.580 187 -8.170 43 91 12365.530
1134020 3 16 499 11.150 185 -8.550 42 92 9724.570
1634800 3 17 549 10.630 183 -8.680 42 93 8843.820
1434200 3 18 516 9.700 179 -7.790 45 94 885.120
1134060 3 16 504 11.130 186 -8.200 44 95 1468.300
10106 3 15 105 11.638 187 -8.229 44 96 292.900
1134460 3 12 530 14.150 197 -4.980 58 97 50645.750
1134220 3 13 517 11.420 186 -6.570 50 98 12934.590
1434850 3 14 551 10.630 183 -6.220 51 99 3239.700
1434810 3 15 550 9.850 180 -6.360 51 100 1768.740
10052 3 16 51 9.683 179 -6.733 50 101 884.260
1434780 3 17 548 9.650 179 -6.370 50 102 884.260
1434750 3 14 547 9.510 180 -6.360 50 103 294.610
1928370 3 14 452 10.680 184 -5.100 55 104 293.670
1134200 3 13 515 12.520 191 -6.800 49 105 12315.190
1134110 3 14 509 11.400 185 -7.450 46 106 5294.010
1134080 3 15 506 10.800 183 -7.670 45 107 2649.830
1434300 3 16 520 10.060 181 -7.580 46 108 1473.250
1434350 3 17 521 9.840 180 -7.570 46 109 589.430
1134350 3 13 523 11.680 187 -5.580 54 110 1172.390
1234080 3 9 505 14.750 200 0.600 78 111 20512.930
1234050 3 10 502 14.620 198 0.300 77 112 2318.030
1934645 3 11 542 14.370 197 -0.030 76 113 869.990
1234130 3 8 511 13.730 195 1.620 82 114 16007.500
1934680 3 9 544 12.630 191 -0.030 75 115 1459.310
1934575 3 9 539 14.080 196 -0.130 77 116 580.620
1234120 3 8 510 13.850 196 1.470 82 117 2901.840
1234100 3 9 508 14.020 196 0.750 80 118 870.930
1734600 3 5 540 11.750 187 3.330 90 119 5581.190
1734550 3 6 537 10.980 184 3.250 89 120 3528.550
1734560 3 7 538 10.980 184 3.250 89 121 3528.550
1734450 3 5 529 12.350 189 2.730 86 123 4400.050
1734300 3 6 519 11.400 185 2.180 85 124 2056.870
1734400 3 5 524 11.230 185 2.650 87 125 3232.230
1734410 3 6 526 11.230 185 2.650 87 126 3232.230
